Pair_n,Trial_n,Collective,Leader,Follower,Pair_diff,Leader_collective_membership_benefit,Follower_collective_membership_benefit
1,0,0.33012292001542154,-0.33012292001542154,-0.2891917762605145,0.04093114375490703,0.0,-0.04093114375490703
1,1,0.2891917762605145,-0.2564750931054026,-0.2891917762605145,0.03271668315511189,-0.03271668315511189,0.0
1,2,0.21984880541243101,-0.2564750931054026,-0.21984880541243101,0.036626287692971604,0.036626287692971604,0.0
1,3,0.2564750931054026,-0.2564750931054026,-0.16905029986776854,0.08742479323763408,0.0,-0.08742479323763408
1,4,0.20143817577656808,-0.20143817577656808,-0.16905029986776854,0.032387875908799546,0.0,-0.032387875908799546
1,5,0.15940726015862527,-0.15940726015862527,-0.16905029986776854,0.009643039709143264,0.0,0.009643039709143264
1,6,0.12682762954529825,-0.12682762954529825,-0.16905029986776854,0.04222267032247029,0.0,0.04222267032247029
1,7,0.10130635116395059,-0.10130635116395059,-0.16905029986776854,0.06774394870381795,0.0,0.06774394870381795
1,8,0.16905029986776854,-0.08116045061644617,-0.16905029986776854,0.08788984925132237,-0.08788984925132237,0.0
1,9,0.08116045061644617,-0.08116045061644617,-0.13101493690886046,0.04985448629241429,0.0,0.04985448629241429
1,10,0.06516711626347604,-0.06516711626347604,-0.13101493690886046,0.06584782064538441,0.0,0.06584782064538441
1,11,0.13101493690886046,-0.052415998914805084,-0.13101493690886046,0.07859893799405537,-0.07859893799405537,0.0
1,12,0.052415998914805084,-0.052415998914805084,-0.10210725043692137,0.049691251522116286,0.0,0.049691251522116286
1,13,0.042216511705485016,-0.042216511705485016,-0.10210725043692137,0.059890738731436355,0.0,0.059890738731436355
1,14,0.03403750274476114,-0.03403750274476114,-0.10210725043692137,0.06806974769216023,0.0,0.06806974769216023
1,15,0.02746585223969522,-0.02746585223969522,-0.10210725043692137,0.07464139819722615,0.0,0.07464139819722615
1,16,0.02217751953896585,-0.02217751953896585,-0.10210725043692137,0.07992973089795552,0.0,0.07992973089795552
1,17,0.01791675601300302,-0.01791675601300302,-0.10210725043692137,0.08419049442391835,0.0,0.08419049442391835
1,18,0.10210725043692137,-0.014480622747507721,-0.10210725043692137,0.08762662768941365,-0.08762662768941365,0.0
1,19,0.07990377520002867,-0.014480622747507721,-0.07990377520002867,0.06542315245252095,-0.06542315245252095,0.0
1,20,0.014480622747507721,-0.014480622747507721,-0.06271880243696715,0.048238179689459426,0.0,0.048238179689459426
1,21,0.011707367637720734,-0.011707367637720734,-0.06271880243696715,0.05101143479924641,0.0,0.05101143479924641
1,22,0.009467752912607819,-0.009467752912607819,-0.06271880243696715,0.05325104952435933,0.0,0.05325104952435933
1,23,0.007658215501871735,-0.007658215501871735,-0.06271880243696715,0.05506058693509541,0.0,0.05506058693509541
1,24,0.006195606926050812,-0.006195606926050812,-0.06271880243696715,0.056523195510916335,0.0,0.056523195510916335
1,25,0.06271880243696715,-0.005013020971384674,-0.06271880243696715,0.05770578146558247,-0.05770578146558247,0.0
2,0,0.24334525442411914,-0.24334525442411914,0.14871854105924498,0.3920637954833641,0.0,-0.09462671336487416
2,1,0.16205798960020557,-0.16205798960020557,0.14871854105924498,0.31077653065945055,0.0,-0.013339448540960586
2,2,0.10635762787153735,-0.10635762787153735,0.14871854105924498,0.25507616893078233,0.0,0.04236091318770763
2,3,0.069057279589677,-0.069057279589677,0.14871854105924498,0.21777582064892198,0.0,0.07966126146956798
2,4,0.04450356340696826,-0.04450356340696826,0.14871854105924498,0.19322210446621324,0.0,0.10421497765227672
2,5,0.028535181048417235,-0.028535181048417235,0.14871854105924498,0.17725372210766221,0.0,0.12018336001082774
2,6,0.01823520040800586,-0.01823520040800586,0.14871854105924498,0.16695374146725084,0.0,0.13048334065123912
2,7,0.01162772751142993,-0.01162772751142993,0.14871854105924498,0.1603462685706749,0.0,0.13709081354781505
2,8,0.007403903964066649,-0.007403903964066649,0.14871854105924498,0.15612244502331163,0.0,0.14131463709517833
2,9,0.004710191252732421,-0.004710191252732421,0.14871854105924498,0.1534287323119774,0.0,0.14400834980651256
2,10,0.002994709971451903,-0.002994709971451903,0.14871854105924498,0.15171325103069688,0.0,0.14572383108779308
2,11,0.14871854105924498,-0.0019034681349040516,0.14871854105924498,0.15062200919414903,-0.14681507292434093,0.0
2,12,0.0019034681349040516,-0.0019034681349040516,0.11188343683217894,0.11378690496708299,0.0,0.10997996869727489
2,13,0.0012094316511394032,-0.0012094316511394032,0.11188343683217894,0.11309286848331834,0.0,0.11067400518103954
2,14,0.0007683572798015126,-0.0007683572798015126,0.11188343683217894,0.11265179411198045,0.0,0.11111507955237743
2,15,0.00048815584471240125,-0.00048815584471240125,0.11188343683217894,0.11237159267689134,0.0,0.11139528098746654
2,16,0.00031017637541308485,-0.00031017637541308485,0.11188343683217894,0.11219361320759202,0.0,0.11157326045676585
2,17,0.00019704675962939344,-0.00019704675962939344,0.11188343683217894,0.11208048359180833,0.0,0.11168639007254955
2,18,0.00012510395338549696,-0.00012510395338549696,0.11188343683217894,0.11200854078556444,0.0,0.11175833287879344
2,19,7.950640013232313e-05,-7.950640013232313e-05,0.11188343683217894,0.11196294323231126,0.0,0.11180393043204662
2,20,5.0538542771483286e-05,-5.0538542771483286e-05,0.11188343683217894,0.11193397537495042,0.0,0.11183289828940746
2,21,3.212070753588758e-05,-3.212070753588758e-05,0.11188343683217894,0.11191555753971483,0.0,0.11185131612464305
2,22,2.031898787036024e-05,-2.031898787036024e-05,0.11188343683217894,0.1119037558200493,0.0,0.11186311784430858
2,23,1.2928011918211801e-05,-1.2928011918211801e-05,0.11188343683217894,0.11189636484409715,0.0,0.11187050882026073
2,24,8.278849625731333e-06,-8.278849625731333e-06,0.11188343683217894,0.11189171568180467,0.0,0.11187515798255321
2,25,5.239012742186411e-06,-5.239012742186411e-06,0.11188343683217894,0.11188867584492113,0.0,0.11187819781943675
3,0,0.2698053633135148,-0.2698053633135148,0.47143687355568287,0.25875776313080234,0.0,0.20163151024216808
3,1,0.1773477112215348,-0.1773477112215348,0.47143687355568287,0.3512154152227823,0.0,0.29408916233414806
3,2,0.47143687355568287,-0.11479519952948769,0.47143687355568287,0.41376792691482944,-0.3566416740261952,0.0
3,3,0.11479519952948769,-0.11479519952948769,0.36769868481209156,0.48249388434157925,0.0,0.25290348528260387
3,4,0.07346748460944375,-0.07346748460944375,0.36769868481209156,0.4411661694215353,0.0,0.2942312002026478
3,5,0.04664843429740151,-0.04664843429740151,0.36769868481209156,0.41434711910949307,0.0,0.32105025051469005
3,6,0.029463223115760884,-0.029463223115760884,0.36769868481209156,0.39716190792785244,0.0,0.3382354616963307
3,7,0.018544725076515278,-0.018544725076515278,0.36769868481209156,0.38624340988860684,0.0,0.3491539597355763
3,8,0.36769868481209156,-0.011646500722724995,0.36769868481209156,0.37934518553481655,-0.35605218408936656,0.0
3,9,0.011646500722724995,-0.011646500722724995,0.291738927841686,0.303385428564411,0.0,0.280092427118961
3,10,0.007303825513679585,-0.007303825513679585,0.291738927841686,0.29904275335536556,0.0,0.2844351023280064
3,11,0.00457631696875771,-0.00457631696875771,0.291738927841686,0.2963152448104437,0.0,0.28716261087292827
3,12,0.0028657232683487743,-0.0028657232683487743,0.291738927841686,0.29460465111003475,0.0,0.2888732045733372
3,13,0.0017939125459977001,-0.0017939125459977001,0.291738927841686,0.2935328403876837,0.0,0.2899450152956883
3,14,0.0011227046411820263,-0.0011227046411820263,0.291738927841686,0.292861632482868,0.0,0.29061622320050395
3,15,0.0007024918955155224,-0.0007024918955155224,0.291738927841686,0.2924414197372015,0.0,0.29103643594617046
3,16,0.00043957580741127433,-0.00043957580741127433,0.291738927841686,0.29217850364909725,0.0,0.2912993520342747
3,17,0.0002750073831864208,-0.0002750073831864208,0.291738927841686,0.2920139352248724,0.0,0.29146392045849956
3,18,0.00017195095236977043,-0.00017195095236977043,0.291738927841686,0.29191087879405575,0.0,0.2915669768893162
3,19,0.00010757793601234855,-0.00010757793601234855,0.291738927841686,0.29184650577769833,0.0,0.29163134990567363
3,20,0.291738927841686,-6.728519614418449e-05,0.291738927841686,0.29180621303783016,-0.2916716426455418,0.0
3,21,6.728519614418449e-05,-6.728519614418449e-05,0.23415325629761097,0.23422054149375515,0.0,0.23408597110146678
3,22,4.2072431404194255e-05,-4.2072431404194255e-05,0.23415325629761097,0.23419532872901516,0.0,0.23411118386620677
3,23,0.23415325629761097,-2.633680518349113e-05,0.23415325629761097,0.23417959310279446,-0.23412691949242748,0.0
3,24,2.633680518349113e-05,-2.633680518349113e-05,0.18946968066742298,0.18949601747260647,0.0,0.1894433438622395
3,25,1.6561643440327067e-05,-1.6561643440327067e-05,0.18946968066742298,0.1894862423108633,0.0,0.18945311902398265
4,0,0.2803576660654279,-0.2803576660654279,0.3131923494175788,0.4064499845169933,0.0,0.032834683352150895
4,1,0.18395680909368717,-0.18395680909368717,0.3131923494175788,0.49714915851126595,0.0,0.12923554032389162
4,2,0.11981645946714603,-0.11981645946714603,0.3131923494175788,0.4330088088847248,0.0,0.19337588995043276
4,3,0.07756794219228946,-0.07756794219228946,0.3131923494175788,0.39076029160986825,0.0,0.23562440722528932
4,4,0.049991644670698276,-0.049991644670698276,0.3131923494175788,0.36318399408827706,0.0,0.2632007047468805
4,5,0.03211788063261234,-0.03211788063261234,0.3131923494175788,0.3453102300501911,0.0,0.28107446878496645
4,6,0.020590938379499546,-0.020590938379499546,0.3131923494175788,0.33378328779707833,0.0,0.29260141103807924
4,7,0.013182379057142368,-0.013182379057142368,0.3131923494175788,0.32637472847472115,0.0,0.3000099703604364
4,8,0.008431650449964634,-0.008431650449964634,0.3131923494175788,0.3216239998675434,0.0,0.30476069896761415
4,9,0.005389846613142124,-0.005389846613142124,0.3131923494175788,0.3185821960307209,0.0,0.30780250280443666
4,10,0.003444052984449497,-0.003444052984449497,0.3131923494175788,0.3166364024020283,0.0,0.3097482964331293
4,11,0.0022001338503094825,-0.0022001338503094825,0.3131923494175788,0.31539248326788827,0.0,0.3109922155672693
4,12,0.0014053357145520362,-0.0014053357145520362,0.3131923494175788,0.3145976851321308,0.0,0.31178701370302675
4,13,0.0008975041410657081,-0.0008975041410657081,0.3131923494175788,0.3140898535586445,0.0,0.3122948452765131
4,14,0.0005731952688428077,-0.0005731952688428077,0.3131923494175788,0.3137655446864216,0.0,0.312619154148736
4,15,0.0003660393259259376,-0.0003660393259259376,0.3131923494175788,0.3135583887435047,0.0,0.31282631009165285
4,16,0.00023380642149173347,-0.00023380642149173347,0.3131923494175788,0.3134261558390705,0.0,0.31295854299608705
4,17,0.3131923494175788,-0.00014928703520022957,0.3131923494175788,0.313341636452779,-0.31304306238237856,0.0
4,18,0.00014928703520022957,-0.00014928703520022957,0.2057774481610175,0.20592673519621774,0.0,0.20562816112581728
4,19,9.534483167850105e-05,-9.534483167850105e-05,0.2057774481610175,0.205872792992696,0.0,0.205682103329339
4,20,6.0863544675937575e-05,-6.0863544675937575e-05,0.2057774481610175,0.20583831170569344,0.0,0.20571658461634157
4,21,3.889923307620613e-05,-3.889923307620613e-05,0.2057774481610175,0.2058163473940937,0.0,0.2057385489279413
4,22,2.4832536909213943e-05,-2.4832536909213943e-05,0.2057774481610175,0.20580228069792672,0.0,0.2057526156241083
4,23,1.5862037870517653e-05,-1.5862037870517653e-05,0.2057774481610175,0.20579331019888802,0.0,0.205761586123147
4,24,1.0139991972080153e-05,-1.0139991972080153e-05,0.2057774481610175,0.2057875881529896,0.0,0.20576730816904543
4,25,0.2057774481610175,-6.47430631839363e-06,0.2057774481610175,0.2057839224673359,-0.2057709738546991,0.0
5,0,0.18873695283511782,0.18873695283511782,0.14119984504436034,0.04753710779075748,0.0,-0.04753710779075748
5,1,0.14119984504436034,0.16986325568834448,0.14119984504436034,0.028663410643984144,0.028663410643984144,0.0
5,2,0.16986325568834448,0.16986325568834448,0.11312769648288268,0.056735559205461805,0.0,-0.056735559205461805
5,3,0.152876928442513,0.152876928442513,0.11312769648288268,0.039749231959630316,0.0,-0.039749231959630316
5,4,0.13758923112729693,0.13758923112729693,0.11312769648288268,0.02446153464441425,0.0,-0.02446153464441425
5,5,0.12383030354360247,0.12383030354360247,0.11312769648288268,0.010702607060719793,0.0,-0.010702607060719793
5,6,0.11144727467874194,0.11144727467874194,0.11312769648288268,0.0016804218041407415,0.0,0.0016804218041407415
5,7,0.10030254721025134,0.10030254721025134,0.11312769648288268,0.012825149272631342,0.0,0.012825149272631342
5,8,0.0902722924886098,0.0902722924886098,0.11312769648288268,0.022855403994272883,0.0,0.022855403994272883
5,9,0.08124506472924853,0.08124506472924853,0.11312769648288268,0.03188263175363415,0.0,0.03188263175363415
5,10,0.07312055676559115,0.07312055676559115,0.11312769648288268,0.04000713971729153,0.0,0.04000713971729153
5,11,0.06580849736312522,0.06580849736312522,0.11312769648288268,0.04731919911975746,0.0,0.04731919911975746
5,12,0.059227652841602696,0.059227652841602696,0.11312769648288268,0.05390004364127998,0.0,0.05390004364127998
5,13,0.05330488830188407,0.05330488830188407,0.11312769648288268,0.05982280818099861,0.0,0.05982280818099861
5,14,0.04797438531497611,0.04797438531497611,0.11312769648288268,0.06515331116790657,0.0,0.06515331116790657
5,15,0.04317694156745566,0.04317694156745566,0.11312769648288268,0.06995075491542702,0.0,0.06995075491542702
5,16,0.11312769648288268,0.03885924070457114,0.11312769648288268,0.07426845577831154,-0.07426845577831154,0.0
5,17,0.03885924070457114,0.03885924070457114,0.09030132290576476,0.05144208220119362,0.0,0.05144208220119362
5,18,0.09030132290576476,0.03497331588843955,0.09030132290576476,0.05532800701732521,-0.05532800701732521,0.0
5,19,0.03497331588843955,0.03497331588843955,0.07185657617305297,0.03688326028461342,0.0,0.03688326028461342
5,20,0.031475983553921116,0.031475983553921116,0.07185657617305297,0.04038059261913185,0.0,0.04038059261913185
5,21,0.028328381472622288,0.028328381472622288,0.07185657617305297,0.04352819470043068,0.0,0.04352819470043068
5,22,0.025495551520382298,0.025495551520382298,0.07185657617305297,0.04636102465267067,0.0,0.04636102465267067
5,23,0.02294599264243735,0.02294599264243735,0.07185657617305297,0.048910583530615614,0.0,0.048910583530615614
5,24,0.02065139263251914,0.02065139263251914,0.07185657617305297,0.05120518354053383,0.0,0.05120518354053383
5,25,0.018586255603824986,0.018586255603824986,0.07185657617305297,0.05327032056922798,0.0,0.05327032056922798
6,0,0.42444906492781287,-0.42444906492781287,-0.37190519600117056,0.05254386892664231,0.0,-0.05254386892664231
6,1,0.3812007910298968,-0.3812007910298968,-0.37190519600117056,0.009295595028726233,0.0,-0.009295595028726233
6,2,0.34228973525640016,-0.34228973525640016,-0.37190519600117056,0.029615460744770394,0.0,0.029615460744770394
6,3,0.30728639352199083,-0.30728639352199083,-0.37190519600117056,0.06461880247917973,0.0,0.06461880247917973
6,4,0.2758044643985892,-0.2758044643985892,-0.37190519600117056,0.09610073160258137,0.0,0.09610073160258137
6,5,0.24749602812406069,-0.24749602812406069,-0.37190519600117056,0.12440916787710987,0.0,0.12440916787710987
6,6,0.22204743760701662,-0.22204743760701662,-0.37190519600117056,0.14985775839415394,0.0,0.14985775839415394
6,7,0.19917570489522463,-0.19917570489522463,-0.37190519600117056,0.17272949110594593,0.0,0.17272949110594593
6,8,0.17862542408582216,-0.17862542408582216,-0.37190519600117056,0.1932797719153484,0.0,0.1932797719153484
6,9,0.16016592520352846,-0.16016592520352846,-0.37190519600117056,0.2117392707976421,0.0,0.2117392707976421
6,10,0.37190519600117056,-0.1435889496194983,-0.37190519600117056,0.22831624638167225,-0.22831624638167225,0.0
